_uri,id,_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri.1,year,keywords
0K3tgQDfulexWyVVDrxqb7,Rock_The_Boat_by_Aaliyah,2001-09-08,Rock The Boat,Aaliyah,14,25,"['contemporary r&b', 'death by plane crash', 'hip hop', 'hip hop rnb and dance hall', 'neo soul', 'neo-soul', 'pop', 'pop rap', 'pop soul', 'r&b', 'rock', 'soul']",Rock The Boat,0K3tgQDfulexWyVVDrxqb7,2001,"contemporary r&b, death by plane crash, hip hop, hip hop rnb and dance hall, neo soul, neo-soul, pop, pop rap, pop soul, r&b, rock, soul"
7J41dYQolQJEtj3UmKLu5r,U_Got_It_Bad_by_Usher,2001-09-22,U Got It Bad,Usher,1,32,"['contemporary r&b', 'hip hop rnb and dance hall', 'pop rap', 'soul']",U Got It Bad,7J41dYQolQJEtj3UmKLu5r,2001,"contemporary r&b, hip hop rnb and dance hall, pop rap, soul"
24Gxm7Eh7tO83E26LG0CsY,Hero_by_Enrique_Iglesias,2001-09-29,Hero,Enrique Iglesias,3,34,"['adult contemporary', 'ballad', 'dance', 'dance-pop', 'electro house', 'electropop', 'european', 'latin pop', 'pop', 'pop and chart', 'reggaeton', 'spanish']",Hero,24Gxm7Eh7tO83E26LG0CsY,2001,"adult contemporary, ballad, dance, dance-pop, electro house, electropop, european, latin pop, pop, pop and chart, reggaeton, spanish"
2VSbEXqs6NbNiZSTcHlIDR,My_Sacrifice_by_Creed,2001-10-27,My Sacrifice,Creed,4,29,"['alternative rock', 'american', 'hard rock', 'pop rock', 'post-grunge', 'rock']",My Sacrifice,2VSbEXqs6NbNiZSTcHlIDR,2001,"alternative rock, american, hard rock, pop rock, post-grunge, rock"
60a0Rd6pjrkxjPbaKzXjfq,In_The_End_by_Linkin_Park,2001-11-03,In The End,Linkin Park,2,39,"['alt rock', 'alternative metal', 'alternative rock', 'american', 'américain', 'hip hop', 'industrial rock', 'metal', 'new metal', 'nu metal', 'nu-metal', 'pop rock', 'rap metal', 'rap rock', 'rapcore', 'rock', 'rock and indie', 'roxette', 'the greatest', 'united states', 'usa']",In The End,60a0Rd6pjrkxjPbaKzXjfq,2001,"alt rock, alternative metal, alternative rock, american, américain, hip hop, industrial rock, metal, new metal, nu metal, nu-metal, pop rock, rap metal, rap rock, rapcore, rock, rock and indie, roxette, the greatest, united states, usa"
4hrae8atte6cRlSC9a7VCO,Always_On_Time_by_Ja_Rule_Featuring_Ashanti,2001-11-17,Always On Time,Ja Rule Featuring Ashanti,1,27,"['east coast hip hop', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'pop rap']",Always On Time,4hrae8atte6cRlSC9a7VCO,2001,"east coast hip hop, gangsta rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, pop rap"
0rT9f5BSZrZ6DvzfBEckG0,Butterflies_by_Michael_Jackson,2001-11-17,Butterflies,Michael Jackson,14,20,"['american', 'américain', 'blues', 'chanteur', 'classic pop and rock', 'composer', 'compositeur', 'contemporary r&b', 'contemporary rnb', 'cool', 'dance-pop', 'disco', 'funk', 'lyricist', 'michael-jackson', 'new jack swing', 'parolier', 'pop', 'pop rock', 'pop soul', 'post-disco', 'r&b', 'rhythm and blues', 'rnb', 'rock', 'singer', 'soul', 'united states', 'usa']",Butterflies,0rT9f5BSZrZ6DvzfBEckG0,2001,"american, américain, blues, chanteur, classic pop and rock, composer, compositeur, contemporary r&b, contemporary rnb, cool, dance-pop, disco, funk, lyricist, michael-jackson, new jack swing, parolier, pop, pop rock, pop soul, post-disco, r&b, rhythm and blues, rnb, rock, singer, soul, united states, usa"
0gPQTLaqHDgdupKEok7J2x,7_Days_by_Craig_David,2001-12-08,7 Days,Craig David,10,20,"['british', 'contemporary r&b', 'dance-pop', 'english', 'garage', 'pop', 'pop and chart', 'pop soul', 'r&b', 'soul', 'uk']",7 Days,0gPQTLaqHDgdupKEok7J2x,2001,"british, contemporary r&b, dance-pop, english, garage, pop, pop and chart, pop soul, r&b, soul, uk"
2QsoVMTKj5m5kgztTOep98,Hey_Baby_by_No_Doubt_Featuring_Bounty_Killer,2001-12-08,Hey Baby,No Doubt Featuring Bounty Killer,5,20,"['dancehall', 'hip hop rnb and dance hall', 'reggae']",Hey Baby,2QsoVMTKj5m5kgztTOep98,2001,"dancehall, hip hop rnb and dance hall, reggae"
6lSr3iZTC144PKhvbPFzMp,Blurry_by_Puddle_Of_Mudd,2001-12-22,Blurry,Puddle Of Mudd,5,38,"['2008 universal fire victim', 'alternative rock', 'pop and chart', 'post grunge']",Blurry,6lSr3iZTC144PKhvbPFzMp,2001,"2008 universal fire victim, alternative rock, pop and chart, post grunge"
5dpAN1mjFPL38kh9kWsCiw,Wasting_My_Time_by_Default,2002-01-05,Wasting My Time,Default,13,35,"['hard rock', 'post-grunge']",Wasting My Time,5dpAN1mjFPL38kh9kWsCiw,2002,"hard rock, post-grunge"
6gsmFgUiSTuinJlScwFODv,I_Love_You_by_Faith_Evans,2002-01-26,I Love You,Faith Evans,14,21,"['hip hop rnb and dance hall', 'soul']",I Love You,6gsmFgUiSTuinJlScwFODv,2002,"hip hop rnb and dance hall, soul"
6zMUIb4uce1CzpbjR3vMdN,Foolish_by_Ashanti,2002-02-16,Foolish,Ashanti,1,32,"['funk soul', 'hip hop', 'hip hop rnb and dance hall', 'r&b']",Foolish,6zMUIb4uce1CzpbjR3vMdN,2002,"funk soul, hip hop, hip hop rnb and dance hall, r&b"
0kr6d8wHDQPlzuET33NVn6,All_You_Wanted_by_Michelle_Branch,2002-02-23,All You Wanted,Michelle Branch,6,28,"['alternative rock', 'country pop', 'pop rock', 'singer/songwriter']",All You Wanted,0kr6d8wHDQPlzuET33NVn6,2002,"alternative rock, country pop, pop rock, singer/songwriter"
6KRi6CBUitENJB4HQbSVSD,Escape_by_Enrique_Iglesias,2002-02-23,Escape,Enrique Iglesias,12,20,"['adult contemporary', 'ballad', 'dance', 'dance-pop', 'electro house', 'electropop', 'european', 'latin pop', 'pop', 'pop and chart', 'reggaeton', 'spanish']",Escape,6KRi6CBUitENJB4HQbSVSD,2002,"adult contemporary, ballad, dance, dance-pop, electro house, electropop, european, latin pop, pop, pop and chart, reggaeton, spanish"
4w1lzcaoZ1IC2K5TwjalRP,A_Thousand_Miles_by_Vanessa_Carlton,2002-03-02,A Thousand Miles,Vanessa Carlton,5,41,"['american', 'piano pop', 'pop', 'pop rock', 'rock']",A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,2002,"american, piano pop, pop, pop rock, rock"
15f8Cv8RXUlOOCIf2oaceN,Underneath_Your_Clothes_by_Shakira,2002-03-16,Underneath Your Clothes,Shakira,9,20,"['alternative', 'atlantico', 'barranquilla', 'classic pop and rock', 'colombian', 'dance-pop', 'electropop', 'latin', 'latin pop', 'merengue', 'pop', 'pop rock', 'rock']",Underneath Your Clothes,15f8Cv8RXUlOOCIf2oaceN,2002,"alternative, atlantico, barranquilla, classic pop and rock, colombian, dance-pop, electropop, latin, latin pop, merengue, pop, pop rock, rock"
6GG73Jik4jUlQCkKg9JuGO,The_Middle_by_Jimmy_Eat_World,2002-03-16,The Middle,Jimmy Eat World,5,33,"['2008 universal fire victim', 'alternative rock', 'american', 'américain', 'emo', 'emo pop', 'emo-pop', 'pop punk', 'pop rock', 'power pop', 'powerpop', 'rock and indie', 'usa']",The Middle,6GG73Jik4jUlQCkKg9JuGO,2002,"2008 universal fire victim, alternative rock, american, américain, emo, emo pop, emo-pop, pop punk, pop rock, power pop, powerpop, rock and indie, usa"
563vSy3HB5NHxel1VGQCW6,Still_Fly_by_Big_Tymers,2002-04-13,Still Fly,Big Tymers,11,24,['hip hop'],Still Fly,563vSy3HB5NHxel1VGQCW6,2002,hip hop
Unknown,Addictive_by_Truth_Hurts_Featuring_Rakim,2002-04-20,Addictive,Truth Hurts Featuring Rakim,9,20,"['dance hall', 'hip hop', 'hip hop rnb and dance hall', 'r&b']",Unknown,Unknown,2002,"dance hall, hip hop, hip hop rnb and dance hall, r&b"
1CsUH29MaAIMbfGh4FEG4w,Hella_Good_by_No_Doubt,2002-04-20,Hella Good,No Doubt,13,20,"['2008 universal fire victim', 'alternative rock', 'american', 'c’était mieux avant', 'gwen stefani', 'pop', 'pop reggae', 'pop rock', 'rock', 'rock and indie', 'ska', 'ska punk', 'third wave ska', 'united states']",Hella Good,1CsUH29MaAIMbfGh4FEG4w,2002,"2008 universal fire victim, alternative rock, american, c’était mieux avant, gwen stefani, pop, pop reggae, pop rock, rock, rock and indie, ska, ska punk, third wave ska, united states"
04KTF78FFg8sOHC1BADqbY,Hot_In_Herre_by_Nelly,2002-05-04,Hot In Herre,Nelly,1,26,"['contemporary r&b', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'rnb', 'southern hip hop']",Hot In Herre,04KTF78FFg8sOHC1BADqbY,2002,"contemporary r&b, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, rnb, southern hip hop"
4vaPbcrj5KM84M5xA4frTT,Gimme_The_Light_by_Sean_Paul,2002-05-04,Gimme The Light,Sean Paul,7,39,"['dance-pop', 'dancehall', 'electropop', 'gg', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'pop reggae', 'r&b', 'ragga', 'reggae', 'reggaeton', 'rnb']",Gimme The Light,4vaPbcrj5KM84M5xA4frTT,2002,"dance-pop, dancehall, electropop, gg, hip hop, hip hop rnb and dance hall, pop, pop reggae, r&b, ragga, reggae, reggaeton, rnb"
7lQ8MOhq6IN2w8EYcFNSUk,Without_Me_by_Eminem,2002-05-11,Without Me,Eminem,2,20,"['2008 universal fire victim', '8 mile', 'american', 'boom bap', 'comedy rap', 'detroit', 'detroit hip hop', 'detroit hip-hop', 'eminem', 'english', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip-hop', 'hiphop', 'horrorcore', 'kun', 'midwest hip hop', 'midwest hip-hop', 'pop and chart', 'pop rap', 'rap', 'rapper', 'relic inn', 'turkish', 'us', 'v']",Without Me,7lQ8MOhq6IN2w8EYcFNSUk,2002,"2008 universal fire victim, 8 mile, american, boom bap, comedy rap, detroit, detroit hip hop, detroit hip-hop, eminem, english, gangsta rap, hardcore hip hop, hip hop, hip-hop, hiphop, horrorcore, kun, midwest hip hop, midwest hip-hop, pop and chart, pop rap, rap, rapper, relic inn, turkish, us, v"
2RLpFEf6d0708O7Bqhjyxg,Days_Go_By_by_Dirty_Vegas,2002-05-11,Days Go By,Dirty Vegas,14,20,Unknown,Days Go By,2RLpFEf6d0708O7Bqhjyxg,2002,Unknown
779ooI3rBd0CLqCiiJmtVo,Hero_by_Chad_Kroeger_Featuring_Josey_Scott,2002-05-18,Hero,Chad Kroeger Featuring Josey Scott,3,22,"['canadian', 'post-grunge', 'rock']",Hero,779ooI3rBd0CLqCiiJmtVo,2002,"canadian, post-grunge, rock"
2cxbxpHrND6i4uvUGVvC9J,Just_A_Friend_2002_by_Mario,2002-05-25,Just A Friend 2002,Mario,4,21,"['dance hall', 'hip hop', 'hip hop rnb and dance hall', 'r&b']",Just A Friend 2002,2cxbxpHrND6i4uvUGVvC9J,2002,"dance hall, hip hop, hip hop rnb and dance hall, r&b"
6CbcdeTQKj0qTaZTt0xkdk,Happy_by_Ashanti,2002-06-01,Happy,Ashanti,8,23,"['funk soul', 'hip hop', 'hip hop rnb and dance hall', 'r&b']",Happy,6CbcdeTQKj0qTaZTt0xkdk,2002,"funk soul, hip hop, hip hop rnb and dance hall, r&b"
6Vecwo7AHst9V2CE3kmwr0,No_Such_Thing_by_John_Mayer,2002-06-01,No Such Thing,John Mayer,13,24,"['acoustic rock', 'alternative', 'americana', 'blues', 'blues rock', 'folk rock', 'jazz', 'john mayer', 'pop', 'pop rock', 'production music', 'rock', 'singer/songwriter', 'soul']",No Such Thing,6Vecwo7AHst9V2CE3kmwr0,2002,"acoustic rock, alternative, americana, blues, blues rock, folk rock, jazz, john mayer, pop, pop rock, production music, rock, singer/songwriter, soul"
5xEM5hIgJ1jjgcEBfpkt2F,Complicated_by_Avril_Lavigne,2002-06-01,Complicated,Avril Lavigne,2,31,"['743219675026', 'alternative rock', 'bubblegum punk', 'dance-pop', 'electropop', 'indie rock', 'mall punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop/rock', 'post-grunge', 'punk', 'punk rock', 'rock', 'soft rock', 'teen pop', 'teen punk']",Complicated,5xEM5hIgJ1jjgcEBfpkt2F,2002,"743219675026, alternative rock, bubblegum punk, dance-pop, electropop, indie rock, mall punk, pop, pop and chart, pop punk, pop rock, pop/rock, post-grunge, punk, punk rock, rock, soft rock, teen pop, teen punk"
42T2QQv3xgBlpQxaSP7lnK,One_Last_Breath_by_Creed,2002-06-08,One Last Breath,Creed,6,34,"['alternative rock', 'american', 'hard rock', 'pop rock', 'post-grunge', 'rock']",One Last Breath,42T2QQv3xgBlpQxaSP7lnK,2002,"alternative rock, american, hard rock, pop rock, post-grunge, rock"
0JiX8NsRdCHm8GliFuf97V,Long_Time_Gone_by_Dixie_Chicks,2002-06-22,Long Time Gone,Dixie Chicks,7,20,"['alternative country', 'bluegrass', 'contemporary country', 'country', 'country pop', 'folk', 'pop rock', 'traditional country']",Long Time Gone,0JiX8NsRdCHm8GliFuf97V,2002,"alternative country, bluegrass, contemporary country, country, country pop, folk, pop rock, traditional country"
0ARK753YaiJbpLUk7z5yIM,Dilemma_by_Nelly_Featuring_Kelly_Rowland,2002-07-13,Dilemma,Nelly Featuring Kelly Rowland,1,29,"['american', 'contemporary r&b', 'dance-pop', 'electro house', 'electropop', 'pop', 'pop and chart', 'pop rap', 'pop soul', 'rnb', 'soul']",Dilemma,0ARK753YaiJbpLUk7z5yIM,2002,"american, contemporary r&b, dance-pop, electro house, electropop, pop, pop and chart, pop rap, pop soul, rnb, soul"
747tpec1a0Hfqvj2za1pBs,Gotta_Get_Thru_This_by_Daniel_Bedingfield,2002-07-27,Gotta Get Thru This,Daniel Bedingfield,10,21,"['british', 'electronic', 'english', 'pop', 'pop and chart', 'uk']",Gotta Get Thru This,747tpec1a0Hfqvj2za1pBs,2002,"british, electronic, english, pop, pop and chart, uk"
6pWzCKTrKrwbUPzY8RLCoP,Baby_by_Ashanti,2002-07-27,Baby,Ashanti,15,22,"['funk soul', 'hip hop', 'hip hop rnb and dance hall', 'r&b']",Baby,6pWzCKTrKrwbUPzY8RLCoP,2002,"funk soul, hip hop, hip hop rnb and dance hall, r&b"
0HJYzGavqzjiKMmm4F0UZv,Luv_U_Better_by_LL_Cool_J,2002-08-24,Luv U Better,LL Cool J,4,22,"['boom bap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'rock and indie']",Luv U Better,0HJYzGavqzjiKMmm4F0UZv,2002,"boom bap, east coast hip hop, hardcore hip hop, hip hop, pop rap, rap, rock and indie"
6fR6Z0Vc1K6yQWNUIKjAIR,Underneath_It_All_by_No_Doubt_Featuring_Lady_Saw,2002-08-31,Underneath It All,No Doubt Featuring Lady Saw,3,30,"['2008 universal fire victim', 'alternative rock', 'american', 'c’était mieux avant', 'gwen stefani', 'pop', 'pop reggae', 'pop rock', 'rock', 'rock and indie', 'ska', 'ska punk', 'third wave ska', 'united states']",Underneath It All,6fR6Z0Vc1K6yQWNUIKjAIR,2002,"2008 universal fire victim, alternative rock, american, c’était mieux avant, gwen stefani, pop, pop reggae, pop rock, rock, rock and indie, ska, ska punk, third wave ska, united states"
6W2Ef5Ph6ILTUAedoQ3QIv,Like_I_Love_You_by_Justin_Timberlake,2002-09-07,Like I Love You,Justin Timberlake,11,20,"['boogie', 'contemporary r&b', 'dance-pop', 'disco', 'electropop', 'neo soul', 'pop', 'pop and chart', 'r&b', 'synth funk']",Like I Love You,6W2Ef5Ph6ILTUAedoQ3QIv,2002,"boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, pop and chart, r&b, synth funk"
00Mb3DuaIH1kjrwOku9CGU,Sk8er_Boi_by_Avril_Lavigne,2002-09-14,Sk8er Boi,Avril Lavigne,10,20,"['743219675026', 'alternative rock', 'bubblegum punk', 'dance-pop', 'electropop', 'indie rock', 'mall punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop/rock', 'post-grunge', 'punk', 'punk rock', 'rock', 'soft rock', 'teen pop', 'teen punk']",Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU,2002,"743219675026, alternative rock, bubblegum punk, dance-pop, electropop, indie rock, mall punk, pop, pop and chart, pop punk, pop rock, pop/rock, post-grunge, punk, punk rock, rock, soft rock, teen pop, teen punk"
5hviCr3lgg6LY6noG6DPKs,Landslide_by_Dixie_Chicks,2002-09-21,Landslide,Dixie Chicks,7,29,"['alternative country', 'bluegrass', 'contemporary country', 'country', 'country pop', 'folk', 'pop rock', 'traditional country']",Landslide,5hviCr3lgg6LY6noG6DPKs,2002,"alternative country, bluegrass, contemporary country, country, country pop, folk, pop rock, traditional country"
4kvdX9zzsix7jYHsRVkVUH,A_Moment_Like_This_by_Kelly_Clarkson,2002-09-21,A Moment Like This,Kelly Clarkson,1,20,"['a filk artist', 'american idol', 'dance-pop', 'electropop', 'fixme label mess', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'rock', 'teen pop']",A Moment Like This,4kvdX9zzsix7jYHsRVkVUH,2002,"a filk artist, american idol, dance-pop, electropop, fixme label mess, music for soccer moms, pop, pop and chart, pop rock, rock, teen pop"
5Z01UMMf7V1o0MzF86s6WJ,Lose_Yourself_by_Eminem,2002-10-05,Lose Yourself,Eminem,1,23,"['2008 universal fire victim', '8 mile', 'american', 'boom bap', 'comedy rap', 'detroit', 'detroit hip hop', 'detroit hip-hop', 'eminem', 'english', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip-hop', 'hiphop', 'horrorcore', 'kun', 'midwest hip hop', 'midwest hip-hop', 'pop and chart', 'pop rap', 'rap', 'rapper', 'relic inn', 'turkish', 'us', 'v']",Lose Yourself,5Z01UMMf7V1o0MzF86s6WJ,2002,"2008 universal fire victim, 8 mile, american, boom bap, comedy rap, detroit, detroit hip hop, detroit hip-hop, eminem, english, gangsta rap, hardcore hip hop, hip hop, hip-hop, hiphop, horrorcore, kun, midwest hip hop, midwest hip-hop, pop and chart, pop rap, rap, rapper, relic inn, turkish, us, v"
41IShViF79gmulEkIHAjcb,The_Game_Of_Love_by_Santana_Featuring_Michelle_Branch,2002-10-05,The Game Of Love,Santana Featuring Michelle Branch,5,37,"['alternative rock', 'country pop', 'pop rock', 'singer/songwriter']",The Game Of Love,41IShViF79gmulEkIHAjcb,2002,"alternative rock, country pop, pop rock, singer/songwriter"
16DhvbuyvJob4Q9GHNYu2n,She_Hates_Me_by_Puddle_Of_Mudd,2002-10-12,She Hates Me,Puddle Of Mudd,13,23,"['2008 universal fire victim', 'alternative rock', 'pop and chart', 'post grunge']",She Hates Me,16DhvbuyvJob4Q9GHNYu2n,2002,"2008 universal fire victim, alternative rock, pop and chart, post grunge"
7DUpuAzGUyJaJB3p9BC3Ms,Die_Another_Day_by_Madonna,2002-10-19,Die Another Day,Madonna,8,17,"['american', 'américain', 'arabic', 'art pop', 'chanteur', 'dance', 'dance-pop', 'downtempo', 'electronic', 'electropop', 'greatest hits', 'jazz', 'multiple ipi', 'pop', 'pop and chart', 'secret', 'singer', 'tell me', 'usa']",Die Another Day,7DUpuAzGUyJaJB3p9BC3Ms,2002,"american, américain, arabic, art pop, chanteur, dance, dance-pop, downtempo, electronic, electropop, greatest hits, jazz, multiple ipi, pop, pop and chart, secret, singer, tell me, usa"
3TCauNPqFiniaYHBvEVoHG,Beautiful_by_Christina_Aguilera,2002-11-23,Beautiful,Christina Aguilera,2,27,"['adult contemporary', 'contemporary r&b', 'dance-pop', 'electropop', 'pop', 'pop and chart', 'rock', 'soul', 'teen pop']",Beautiful,3TCauNPqFiniaYHBvEVoHG,2002,"adult contemporary, contemporary r&b, dance-pop, electropop, pop, pop and chart, rock, soul, teen pop"
Unknown,Picture_by_Kid_Rock_Featuring_Sheryl_Crow_Or_Allison_Moorer,2002-11-30,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,4,34,"['2008 universal fire victim', 'alternative rock', 'american', 'americana', 'blues rock', 'classic pop and rock', 'contemporary country', 'country', 'folk', 'mezzo-soprano', 'pop', 'pop rock', 'pop soul', 'rock', 'singer/songwriter']",Unknown,Unknown,2002,"2008 universal fire victim, alternative rock, american, americana, blues rock, classic pop and rock, contemporary country, country, folk, mezzo-soprano, pop, pop rock, pop soul, rock, singer/songwriter"
Unknown,Miss_You_by_Aaliyah,2002-11-30,Miss You,Aaliyah,3,30,"['contemporary r&b', 'death by plane crash', 'hip hop', 'hip hop rnb and dance hall', 'neo soul', 'neo-soul', 'pop', 'pop rap', 'pop soul', 'r&b', 'rock', 'soul']",Unknown,Unknown,2002,"contemporary r&b, death by plane crash, hip hop, hip hop rnb and dance hall, neo soul, neo-soul, pop, pop rap, pop soul, r&b, rock, soul"
6rpNe6gSkmiYW6BfSFATi5,Wanksta_by_50_Cent,2002-11-30,Wanksta,50 Cent,13,20,"['2008 universal fire victim', 'criminal', 'east coast hip hop', 'english', 'gangsta rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'hip-hop/rap', 'pop rap', 'rap', 'relic inn']",Wanksta,6rpNe6gSkmiYW6BfSFATi5,2002,"2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop/rap, pop rap, rap, relic inn"
7Lf7oSEVdzZqTA0kEDSlS5,Cry_Me_A_River_by_Justin_Timberlake,2002-12-21,Cry Me A River,Justin Timberlake,3,20,"['boogie', 'contemporary r&b', 'dance-pop', 'disco', 'electropop', 'neo soul', 'pop', 'pop and chart', 'r&b', 'synth funk']",Cry Me A River,7Lf7oSEVdzZqTA0kEDSlS5,2002,"boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, pop and chart, r&b, synth funk"
3kgutGd839IOYRl6ekeq6V,All_I_Have_by_Jennifer_Lopez_Featuring_LL_Cool_J,2002-12-28,All I Have,Jennifer Lopez Featuring LL Cool J,1,21,"['contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electronic', 'latin', 'latin pop', 'pop', 'pop and chart', 'pop rap', 'reggaeton']",All I Have,3kgutGd839IOYRl6ekeq6V,2002,"contemporary r&b, dance, dance-pop, electro house, electronic, latin, latin pop, pop, pop and chart, pop rap, reggaeton"
2iclfHORMqpR3TxuhwVRhD,Mesmerize_by_Ja_Rule_Featuring_Ashanti,2002-12-28,Mesmerize,Ja Rule Featuring Ashanti,2,20,"['east coast hip hop', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'pop rap']",Mesmerize,2iclfHORMqpR3TxuhwVRhD,2002,"east coast hip hop, gangsta rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, pop rap"
3OUApyz3jDB3syGUNGqB1d,How_You_Gonna_Act_Like_That_by_Tyrese,2003-01-04,How You Gonna Act Like That,Tyrese,7,25,['rnb'],How You Gonna Act Like That,3OUApyz3jDB3syGUNGqB1d,2003,rnb
5dWfl2PBpKHpBVdz95wxK1,No_Letting_Go_by_Wayne_Wonder,2003-01-11,No Letting Go,Wayne Wonder,11,31,['rock and indie'],No Letting Go,5dWfl2PBpKHpBVdz95wxK1,2003,rock and indie
4RY96Asd9IefaL3X4LOLZ8,In_Da_Club_by_50_Cent,2003-01-11,In Da Club,50 Cent,1,30,"['2008 universal fire victim', 'criminal', 'east coast hip hop', 'english', 'gangsta rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'hip-hop/rap', 'pop rap', 'rap', 'relic inn']",In Da Club,4RY96Asd9IefaL3X4LOLZ8,2003,"2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop/rap, pop rap, rap, relic inn"
